Semester,Division,Dept,Num,CourseName,CourseLevel,Hrs Per Week,Interest in student learning,Clearly explain course requirements,Clear learning objectives & goals,Instructor provides feedback to students to improve,Demonstrate importance of subject matter,Explains subject matter of course,Show respect for all students,Overall teaching rate,Overall course rate
Fall, Dietrich College of Humanities and Social Sciences,ML,82343,LAT AME-LANG & CLTR,Undergraduate,6.8,5,4.2,4.4,4,4.4,4.4,5,4.4,4.6
Spring, Dietrich College of Humanities and Social Sciences,ML,82343,LAT AME-LANG & CLTR,Undergraduate,8,4.75,5,5,4.75,5,5,5,5,5
Fall, Dietrich College of Humanities and Social Sciences,ML,82344,U.S. LATINOS LG CULT,Undergraduate,6.33,5,4.44,4.78,4.67,5,4.89,5,4.89,4.78
Spring, Dietrich College of Humanities and Social Sciences,ML,82344,U.S. LATINOS LG CULT,Undergraduate,10.14,4.29,4,3.86,4.43,4.83,4.43,4.29,4.29,4.29
Fall, Dietrich College of Humanities and Social Sciences,ML,82345,INTRO HISP LIT & CLT,Undergraduate,8.43,4.57,3.86,4.14,3.29,4.71,4.43,4.57,4.43,4.43
Fall, Dietrich College of Humanities and Social Sciences,ML,82371,ADVANCED JAPANESE I,Undergraduate,7.54,4.62,4.85,4.77,4.77,4.62,4.62,5,4.69,4.54
Spring, Dietrich College of Humanities and Social Sciences,ML,82372,ADVANCED JAPANESE II,Undergraduate,6.13,4.75,4.88,4.75,4.63,4.75,4.75,5,4.88,4.5
Fall, Dietrich College of Humanities and Social Sciences,ML,82373,STRUC JAPANESE LANG,Undergraduate,4.4,4.6,4.6,4.5,4.3,4.6,4.6,4.9,4.5,4.4
Spring, Dietrich College of Humanities and Social Sciences,ML,82374,TECHNICAL JAPANESE,Undergraduate,7.25,5,5,5,5,5,5,5,5,5
Fall, Dietrich College of Humanities and Social Sciences,ML,82394,RUSSIA FOR HRTG SPKR,Undergraduate,6.25,5,4.92,4.83,4.83,4.92,4.83,5,4.92,4.92
Spring, Dietrich College of Humanities and Social Sciences,ML,82394,RUSSIA FOR HRTG SPKR,Undergraduate,6,5,5,5,5,5,5,5,5,5
Summer, Dietrich College of Humanities and Social Sciences,ML,82399,TPC RUSSIAN IN CNTXT,Undergraduate,9.5,5,5,5,5,5,5,5,5,5
Spring, Dietrich College of Humanities and Social Sciences,ML,82412,TOPICS ARABIC STDS,Undergraduate,8,4.88,4.82,4.94,4.65,4.88,4.88,4.65,4.76,4.88
Spring, Dietrich College of Humanities and Social Sciences,ML,82414,ARABIC FOR PROFESSN,Undergraduate,6.5,3,3.5,3.5,4,3.5,2,3.5,2.5,2.5
Fall, Dietrich College of Humanities and Social Sciences,ML,82415,TPC FRCH FRANCPH STD,Undergraduate,6,5,4.67,5,4.67,5,5,4.67,4.67,5
Spring, Dietrich College of Humanities and Social Sciences,ML,82416,TPCS FRCH FRNCO STDS,Undergraduate,7,5,3.67,4.33,4,5,5,5,4.67,4.33
Fall, Dietrich College of Humanities and Social Sciences,ML,82425,TPCS GERMN LIT CULT,Undergraduate,8,5,5,5,4.67,4.67,5,5,4.67,4.67
Spring, Dietrich College of Humanities and Social Sciences,ML,82426,TPCS GERMAN LIT CULT,Undergraduate,7.4,5,4.8,4.4,4.4,4.4,4.6,5,5,4.8
Fall, Dietrich College of Humanities and Social Sciences,ML,82434,STDS CHINESE TRADTN,Undergraduate,5.5,5,4.83,5,4.83,5,4.83,5,5,5
Spring, Dietrich College of Humanities and Social Sciences,ML,82440,STDS CHNS LIT & CLTR,Undergraduate,5,4.86,4.43,4.71,4.57,4.86,4.57,5,4.71,4.57
Fall, Dietrich College of Humanities and Social Sciences,ML,82443,SP RDG & TRANS WKSHP,Undergraduate,8,4.67,4.33,4.67,4,5,5,5,4.33,4.33
Spring, Dietrich College of Humanities and Social Sciences,ML,82451,STU LTN AM LIT & CUL,Undergraduate,9.29,3.57,2.57,3.14,3.29,4,3.43,3.57,3,3.14
Fall, Dietrich College of Humanities and Social Sciences,ML,82473,TPCS IN JAPANES STDS,Undergraduate,8,5,4.5,5,5,5,5,5,5,5
Spring, Dietrich College of Humanities and Social Sciences,ML,82474,TPCS JAPANESE STDIES,Undergraduate,9.5,5,5,5,5,5,5,5,5,5
Spring, Dietrich College of Humanities and Social Sciences,ML,82499,ALT BREAK PROJ LANG,Undergraduate,5,5,5,5,5,5,5,5,5,5
Spring, Dietrich College of Humanities and Social Sciences,ML,82505,UNDERGRAD INTERNSHIP,Undergraduate,14,5,5,5,5,5,5,5,5,5
Spring, Dietrich College of Humanities and Social Sciences,ML,82522,SPEC TOPICS GERMAN,Undergraduate,7,5,4.67,4.67,5,5,5,5,5,5
Spring, Dietrich College of Humanities and Social Sciences,ML,82532,SP TOPICS CHINESE,Undergraduate,5,5,4,5,4,5,5,5,5,5
Spring, Dietrich College of Humanities and Social Sciences,ML,82542,SPEC TPCS HSPC STDS,Undergraduate,5,5,5,5,5,5,5,5,5,5
Spring, Dietrich College of Humanities and Social Sciences,ML,82580,SR SEM MODERN LANG,Undergraduate,2.38,4.88,4.63,4.38,4.63,4.75,4.5,5,4.63,4.13
Fall, Dietrich College of Humanities and Social Sciences,ML,82703,TRNSLTN TECHNOLOGIES,Graduate,8,5,5,5,5,5,5,5,5,5
Fall, Dietrich College of Humanities and Social Sciences,ML,82704,TRANSLATION WRKSHP I,Graduate,8,5,1,2,2,5,3,4,3,2
Spring, Dietrich College of Humanities and Social Sciences,ML,82780,GRAD RESRCH SEMINAR,Graduate,3.8,4.8,5,4.8,5,5,5,5,5,4.8
Fall, Dietrich College of Humanities and Social Sciences,ML,82783,SC LNG ACQ THRY RSCH,Graduate,10.4,4.8,5,5,5,5,5,4.8,4.6,4.8
Fall, Dietrich College of Humanities and Social Sciences,ML,82793,TCHG MTHDG FORGN LNG,Graduate,8,5,5,5,5,5,4.67,5,5,5
Fall, Dietrich College of Humanities and Social Sciences,ML,82881,RESEARCH METHODS SLA,Graduate,7,5,4,4,4.33,4.67,4.67,5,4.67,4.33
Fall, Dietrich College of Humanities and Social Sciences,ML,82888,TP SCND LANG ACQSTN,Graduate,8.38,4.87,4.63,4.87,4.62,4.75,4.38,4.87,4.5,4.5
Spring, Dietrich College of Humanities and Social Sciences,ML,82888,TP SCND LANG ACQSTN,Graduate,7.83,4.67,4.25,4.42,4.42,4.67,4.36,4.91,4.09,4.08
Fall, Dietrich College of Humanities and Social Sciences,ML,82893,TCHG MODN LNG & CL I,Graduate,9,5,5,5,5,5,5,5,5,5
Fall, School of Computer Science,MLG,10301,MACHINE LEARNING,Undergraduate,12.55,4.44,4.31,4.31,4.02,4.47,4.34,4.63,4.35,4.46
Spring, School of Computer Science,MLG,10301,MACHINE LEARNING,Undergraduate,13.22,4.82,4.65,4.78,3.98,4.75,4.53,4.95,4.7,4.38
Fall, School of Computer Science,MLG,10315,MACHINE LEARNING,Undergraduate,12.52,3.86,3.29,3.67,3.14,3.67,3.57,4.43,3.71,3
Spring, School of Computer Science,MLG,10315,MACHINE LEARNING,Undergraduate,8.41,3.3,3.21,3.33,2.84,3.72,3,3.88,2.96,3
Spring, School of Computer Science,MLG,10335,ART & ML,Undergraduate,9.5,4.67,4.33,4.33,3.83,4.33,4.17,4.83,4,4
Spring, School of Computer Science,MLG,10403,DEEP RL & CONTROL,Undergraduate,14.57,4.29,3.5,4.14,3.36,4.29,3.79,4.64,3.5,4
Spring, School of Computer Science,MLG,10405,MCH LRNG LRG DTST UG,Undergraduate,12.4,4.2,3.8,3.8,3.8,4,4,4.4,3.8,3.2
Fall, School of Computer Science,MLG,10417,INTERMED DEEP LEARN,Undergraduate,10.4,4.6,4.87,4.67,4,4.93,4.6,4.93,4.73,4.47
Fall, School of Computer Science,MLG,10418,STRUCTURED DATA,Undergraduate,14,4.5,4.25,4.5,4,4.75,4.75,4.75,4.25,4.25
Fall, School of Computer Science,MLG,10601,MACHINE LEARNING,Graduate,15.21,4.67,4.55,4.58,4.36,4.67,4.58,4.82,4.59,4.62
Spring, School of Computer Science,MLG,10601,MACHINE LEARNING,Graduate,15.19,4.84,4.83,4.86,4.67,4.82,4.75,4.87,4.81,4.76
Spring, School of Computer Science,MLG,10605,MCH LRNG LRG DTAST,Graduate,12.71,4.41,4.38,4.35,4.15,4.5,4.35,4.65,4.32,4.12
Spring, School of Computer Science,MLG,10615,ART & ML,Graduate,9.62,4.69,4.15,4.27,4.18,4.09,3.67,4.92,3.92,4
Fall, School of Computer Science,MLG,10617,INTERMED DEEP LEARN,Graduate,12,4.33,4.56,4.78,4.44,4.67,4.44,4.89,4.56,4.67
Fall, School of Computer Science,MLG,10618,STRUCTURED DATA,Graduate,18.2,4.64,4.24,4.38,4.42,4.29,4.4,4.84,4.4,4.12
Fall, School of Computer Science,MLG,10701,MACHINE LEARNING,Graduate,13.28,4.09,4.21,4.24,3.93,4.29,4.07,4.43,3.93,3.92
Spring, School of Computer Science,MLG,10701,MACHINE LEARNING,Graduate,14.87,3.71,3.31,3.31,3.41,3.52,3.16,4.56,3,3.16
Fall, School of Computer Science,MLG,10703,DEEP RL & CONTROL,Graduate,16.01,3.96,3.44,3.81,3.5,4.14,3.69,4.25,3.36,3.54
Spring, School of Computer Science,MLG,10707,DEEP LEARNING,Graduate,12.93,4.26,4.41,4.46,4.2,4.56,4.44,4.69,4.35,4.32
Spring, School of Computer Science,MLG,10708,PROB GRAPHCL MODELS,Graduate,15.61,3.76,3.97,3.97,3.5,4.24,3.77,4.33,3.59,3.71
Fall, School of Computer Science,MLG,10715,ADV. INTRO TO ML,Graduate,10.15,4.59,4.68,4.5,4.26,4.59,4.59,4.82,4.65,4.47
Spring, School of Computer Science,MLG,10716,ADV ML THEORY&METHOD,Graduate,12.84,3.78,3.79,3.63,3.57,3.73,3.67,4.59,3.69,3.49
Fall, School of Computer Science,MLG,10718,DATA ANALYSIS,Graduate,7.14,4.57,4.65,4.57,4.71,4.19,4.19,4.86,4.38,4
Spring, School of Computer Science,MLG,10718,DATA ANALYSIS,Graduate,9.24,4,4.05,4.52,3.76,4.38,3.67,4.57,4,3.81
Fall, School of Computer Science,MLG,10725,CONVEX OPTIMIZATION,Graduate,16.92,4.61,4.72,4.73,4.18,4.59,4.71,4.82,4.65,4.47
Fall, School of Computer Science,MLG,10737,CREATIVE AI,Graduate,11.1,4.73,4.45,4.59,4.59,4.73,4.68,4.91,4.59,4.64
Fall, School of Computer Science,MLG,10745,SCALABILITY IN ML,Graduate,10.8,4.8,4.8,4.7,4.6,4.8,4.8,4.8,4.78,4.8
Spring, School of Computer Science,MLG,10940,INDEPENDENT STUDY,Graduate,17.5,5,5,5,5,5,5,5,5,5
Fall, Mellon College of Science,MSC,21101,FRESHMAN MATH SEMINR,Undergraduate,4.73,4.82,4.73,4.64,4.64,4.82,4.82,4.91,4.73,4.73
Spring, Mellon College of Science,MSC,21101,FRESHMAN MATH SEMINR,Undergraduate,7,4,4,4,4,4,4,4.5,4,4.5
Fall, Mellon College of Science,MSC,21111,DIFFERENTIAL CALC,Undergraduate,8.45,4.19,3.96,3.96,3.9,4.1,3.69,4.62,3.62,3.85
Spring, Mellon College of Science,MSC,21111,DIFFERENTIAL CALC,Undergraduate,8,3,3,4,3,5,3,5,3,3
Fall, Mellon College of Science,MSC,21112,INTEGRAL CALCULUS,Undergraduate,5.75,3,2.88,3.13,2.38,3.13,3,3.63,2.88,2.88
Spring, Mellon College of Science,MSC,21112,INTEGRAL CALCULUS,Undergraduate,6.48,5,4.95,4.9,4.86,4.81,4.76,4.9,4.9,4.86
Fall, Mellon College of Science,MSC,21120,DIFFERENTIAL INT CAL,Undergraduate,8.54,3.75,3.57,3.6,3.15,3.57,3.35,4.08,3.29,3.19
Spring, Mellon College of Science,MSC,21120,DIFFERENTIAL INT CAL,Undergraduate,9.6,3.94,3.92,4.1,3.65,3.94,3.9,4.51,3.47,3.53
Summer, Mellon College of Science,MSC,21120,DIFFERENTIAL INT CAL,Undergraduate,13.71,5,5,4.86,4.86,5,4.86,5,4.86,4.71
Fall, Mellon College of Science,MSC,21122,INTEGRTN & APPROX,Undergraduate,7.67,4.28,4.5,4.36,4.06,4.06,4.45,4.68,4.35,4.24
Spring, Mellon College of Science,MSC,21122,INTEGRTN & APPROX,Undergraduate,7.97,3.74,3.61,3.61,3.2,3.61,3.38,4.23,3.18,3.26
Summer, Mellon College of Science,MSC,21122,INTEGRTN & APPROX,Undergraduate,12.29,4.57,3.86,3.71,2.71,3.14,3.29,4.71,3,2.86
Fall, Mellon College of Science,MSC,21124,CALC II BIO & CHEMST,Undergraduate,8,4.71,4.43,4.57,4.29,4.57,4.14,4.71,4.43,3.43
Spring, Mellon College of Science,MSC,21124,CALC II BIO & CHEMST,Undergraduate,7.4,2.87,2.27,2.2,2.47,2.87,2.73,3.53,2.47,2.4
Fall, Mellon College of Science,MSC,21127,CONCEPTS OF MATHMTCS,Undergraduate,12.6,4.04,4.27,4.25,3.73,4.05,4.16,4.15,4.06,3.92
Spring, Mellon College of Science,MSC,21127,CONCEPTS OF MATHMTCS,Undergraduate,11.17,4.34,4.42,4.37,3.98,4.33,4.31,4.56,4.29,4.18
Summer, Mellon College of Science,MSC,21127,CONCEPTS OF MATHMTCS,Undergraduate,17.12,4.76,4.76,4.82,4.41,4.79,4.79,4.68,4.76,4.62
Fall, Mellon College of Science,MSC,21128,MTH CONCPTS & PROOFS,Undergraduate,11.68,4.76,4.63,4.66,4.41,4.75,4.68,4.71,4.75,4.68
Fall, Mellon College of Science,MSC,21228,DISCRETE MATH,Undergraduate,10.18,4.59,4.35,4.53,4.24,4.65,4.82,4.88,4.76,4.35
Spring, Mellon College of Science,MSC,21228,DISCRETE MATH,Undergraduate,8.33,4.87,4.84,4.96,4.44,4.89,4.93,5,4.93,4.86
Fall, Mellon College of Science,MSC,21235,MATHMTCL STDS ANALYS,Undergraduate,15.62,4.31,4.38,4.15,3.85,4.31,4.15,4.85,4,3.85
Spring, Mellon College of Science,MSC,21236,MTHMTCL STDS ANL II,Undergraduate,12.07,4.86,4.79,4.79,4.57,4.71,5,5,4.85,4.69
Fall, Mellon College of Science,MSC,21237,MATHMTL STDS ALG I,Undergraduate,10.07,4.93,4.6,4.8,4.47,4.73,4.93,4.8,4.93,5
Spring, Mellon College of Science,MSC,21238,MTHML STD ALGEBRA II,Undergraduate,10,4.78,4.67,4.44,4.22,4.33,4.33,4.89,4.22,4.22
Fall, Mellon College of Science,MSC,21240,MATRIX ALGBA APPLC,Undergraduate,7.92,4.87,4.87,4.79,4.64,4.62,4.82,4.97,4.82,4.74
Spring, Mellon College of Science,MSC,21240,MATRIX ALGBA APPLC,Undergraduate,9.7,3.11,2.93,2.81,2.73,3.2,2.88,4.16,2.8,2.76
Fall, Mellon College of Science,MSC,21241,MATRC & LINR TRNSF,Undergraduate,9.75,4.5,4.45,4.46,4.12,4.46,4.44,4.75,4.38,4.25
Spring, Mellon College of Science,MSC,21241,MATRC & LINR TRNSF,Undergraduate,9.7,3.98,4.16,4.05,3.63,4.05,4.08,4.06,3.94,3.82
Summer, Mellon College of Science,MSC,21241,MATRC & LINR TRNSF,Undergraduate,12.94,4.75,4.72,4.78,4.64,4.69,4.72,4.81,4.72,4.67
Fall, Mellon College of Science,MSC,21242,MATRIX THEORY,Undergraduate,9.61,3.95,4.02,4,3.7,4.36,4.23,4.74,4.07,4.23
Spring, Mellon College of Science,MSC,21242,MATRIX THEORY,Undergraduate,8,4,4.8,4.8,4.4,4.6,4,4.8,4.2,4.2
Fall, Mellon College of Science,MSC,21256,MULTIVARIATE ANALYS,Undergraduate,9.25,3.57,3.64,3.66,3.21,3.5,3.3,3.95,3.27,3.27
Spring, Mellon College of Science,MSC,21256,MULTIVARIATE ANALYS,Undergraduate,10.57,3.38,3.54,3.51,3.03,3.17,3.1,3.67,2.99,3.1
Spring, Mellon College of Science,MSC,21257,MODL METH OPTIMIZATN,Undergraduate,14.1,4.14,4.33,4.2,3.5,4.25,4.05,4.55,4.05,3.74
Fall, Mellon College of Science,MSC,21259,CALCULUS IN 3-D,Undergraduate,9.47,3.9,4.05,3.94,3.57,3.77,3.86,4.38,3.76,3.7
Spring, Mellon College of Science,MSC,21259,CALCULUS IN 3-D,Undergraduate,9.97,4.33,4.67,4.63,4.04,4.23,4.56,4.44,4.45,4.4
Summer, Mellon College of Science,MSC,21259,CALCULUS IN 3-D,Undergraduate,10.13,4.93,4.8,4.67,4.53,4.53,4.8,4.93,4.87,4.53
Fall, Mellon College of Science,MSC,21260,DIFFRENTL EQUATIONS,Undergraduate,9.28,4.7,4.6,4.52,4.38,4.51,4.63,4.96,4.57,4.54
Spring, Mellon College of Science,MSC,21260,DIFFRENTL EQUATIONS,Undergraduate,10.4,4.34,4.21,4.23,3.92,4.11,4.08,4.6,4.07,4.02
Summer, Mellon College of Science,MSC,21260,DIFFRENTL EQUATIONS,Undergraduate,10.4,4.6,4.6,4.8,4.4,4.7,4.6,4.8,4.6,4.4
Spring, Mellon College of Science,MSC,21261,INTRO ORDNY DIFF EQT,Undergraduate,6.36,4.09,3.82,4,3.64,3.64,3.91,4.36,3.55,3.45
Fall, Mellon College of Science,MSC,21268,MULTIDIMNSL CALCULUS,Undergraduate,9.33,4.67,4.89,4.56,4,4.33,4.78,4.78,4.67,4.56
Spring, Mellon College of Science,MSC,21268,MULTIDIMNSL CALCULUS,Undergraduate,8.68,4.55,4.5,4.41,4.23,4.5,4.55,4.73,4.5,4.45
Spring, Mellon College of Science,MSC,21269,VECTOR ANALYSIS,Undergraduate,12.69,4.69,4.86,4.72,4.55,4.69,4.86,4.93,4.79,4.76
Spring, Mellon College of Science,MSC,21270,INTRO MATH FINANCE,Undergraduate,7.9,4.94,4.91,4.86,4.77,4.83,4.82,4.89,4.87,4.79
Spring, Mellon College of Science,MSC,21272,INTRO PDE,Undergraduate,11,3.67,4.67,3.33,3.67,4,3,4.67,3.67,3.33
Spring, Mellon College of Science,MSC,21292,OPERATIONS RSCH I,Undergraduate,9.14,4.33,4.43,4.24,4.24,4,4.19,4.57,4.19,3.86
Fall, Mellon College of Science,MSC,21295,PUTNAM SEMINAR,Undergraduate,2.8,4.97,4.84,4.89,4.72,4.87,4.94,4.95,4.94,4.9
Fall, Mellon College of Science,MSC,21300,BASIC LOGIC,Undergraduate,10.67,4,3.89,3.89,3.44,4,4.11,3.89,3.78,3.67
Summer, Mellon College of Science,MSC,21300,BASIC LOGIC,Undergraduate,12.5,5,5,5,5,4.5,5,5,5,5
Fall, Mellon College of Science,MSC,21301,COMBINATORICS,Undergraduate,10.31,4.15,3.85,3.77,3.92,4.31,4,4.31,3.77,3.62
Spring, Mellon College of Science,MSC,21301,COMBINATORICS,Undergraduate,10,4.83,4.83,4.78,4.39,4.78,4.81,4.89,4.89,4.64
Summer, Mellon College of Science,MSC,21301,COMBINATORICS,Undergraduate,12,4.33,4.67,4.67,4.33,4.33,4.33,4,4.33,4.33
Fall, Mellon College of Science,MSC,21325,PROBABILITY,Undergraduate,9.82,3.95,3.95,3.86,3.68,4.23,3.95,4.45,3.95,3.68
Spring, Mellon College of Science,MSC,21325,PROBABILITY,Undergraduate,11.56,4.75,4.19,4.44,4.31,4.56,4.38,4.94,4.31,4
Spring, Mellon College of Science,MSC,21329,SET THEORY,Undergraduate,13.75,4.5,4.25,3.88,4.5,4.63,4.88,4.75,4.75,4.88
Fall, Mellon College of Science,MSC,21341,LINEAR ALGEBRA,Undergraduate,7.57,4.43,4.29,4,4,4.14,4,4.43,4,3.71
Spring, Mellon College of Science,MSC,21341,LINEAR ALGEBRA,Undergraduate,8,4.2,4,4.2,4.4,4.2,4.2,4.8,4,4
Spring, Mellon College of Science,MSC,21344,NUMERICAL LINEAR ALG,Undergraduate,6.8,4.8,4.7,4.6,4.8,4.7,4.6,4.9,4.8,4.5
Fall, Mellon College of Science,MSC,21355,PRINCPL REAL ANLYS I,Undergraduate,10.04,3.7,3.56,3.88,3.23,4.08,3.7,4.37,3.41,3.37
Spring, Mellon College of Science,MSC,21355,PRINCPL REAL ANLYS I,Undergraduate,9.59,4.47,4.53,4.35,4.18,4.24,4.24,4.65,4.29,4.24
Fall, Mellon College of Science,MSC,21356,PRINC REAL ANLYS II,Undergraduate,15.27,4.09,3.55,3.73,3.82,3.64,3.36,4.09,3.55,3.27
Spring, Mellon College of Science,MSC,21356,PRINC REAL ANLYS II,Undergraduate,10,4.67,4.33,4.5,4.08,3.92,4.5,4.92,4.25,4.17
Fall, Mellon College of Science,MSC,21366,TPCS APPLIED MATH,Undergraduate,8,5,5,5,5,5,5,5,5,5
Fall, Mellon College of Science,MSC,21369,NUMERICAL METHODS,Undergraduate,8.33,3.89,3.56,3.78,3.11,4.22,3.67,4.44,3.44,3.33
Spring, Mellon College of Science,MSC,21369,NUMERICAL METHODS,Undergraduate,8,4.67,4.67,4.67,4.67,4.67,5,5,4.33,4.33
Fall, Mellon College of Science,MSC,21370,DSCRETE TIME FINANCE,Undergraduate,9.32,4.21,4,3.85,3.94,4.29,3.74,4.74,3.71,3.74
Fall, Mellon College of Science,MSC,21373,ALGEBRAIC STRUCTURES,Undergraduate,9.53,4.03,4.07,3.93,3.73,4.2,3.97,4.5,4,3.87
Spring, Mellon College of Science,MSC,21373,ALGEBRAIC STRUCTURES,Undergraduate,8,4.55,4.18,4.36,3.73,4.45,4.36,4.55,4.36,4.27
Spring, Mellon College of Science,MSC,21374,FIELD THEORY,Undergraduate,5,4.5,4.5,5,3.5,4,4.5,5,4.5,4.5
Fall, Mellon College of Science,MSC,21393,OPERATIONS RSCH II,Undergraduate,6,3.78,3.72,3.83,3.44,3.83,3.67,4.33,3.56,3.67
Spring, Mellon College of Science,MSC,21400,INTERMEDIATE LOGIC,Undergraduate,6.5,5,5,4.5,4.75,5,5,5,5,5
Spring, Mellon College of Science,MSC,21420,CONTNUOUS TIME FINNC,Undergraduate,9.85,4.85,4.54,4.54,4.38,4.69,4.69,4.92,4.62,4.54
Fall, Mellon College of Science,MSC,21441,NUMBER THEORY,Undergraduate,10.25,4.69,4.37,4.56,4.31,4.69,4.38,4.81,4.5,4.44
Spring, Mellon College of Science,MSC,21484,GRAPH THEORY,Undergraduate,10.31,4.54,4.31,4.33,4.25,4.46,4.48,4.77,4.54,4.5
Fall, Mellon College of Science,MSC,21499,UNDERGRAD RES TOPIC,Undergraduate,8.75,5,5,5,5,5,5,5,5,5
Spring, Mellon College of Science,MSC,21499,UNDERGRAD RES TOPIC,Undergraduate,5.6,4.9,4.11,4.78,4.67,4.67,4.78,4.78,4.78,4.78
Summer, Mellon College of Science,MSC,21499,UNDERGRAD RES TOPIC,Undergraduate,14.33,5,4.33,5,5,5,5,5,5,4.67
Fall, Mellon College of Science,MSC,21602,INTRO TO SET THRY I,Graduate,14,3,2,3,4,5,4,4,3,3
Fall, Mellon College of Science,MSC,21603,MODEL THEORY I,Graduate,9,4.17,4,4,3.33,4.17,4.4,4,4,4.17
Spring, Mellon College of Science,MSC,21604,INTRO RECURSION THRY,Graduate,9.88,3.75,3.5,3.88,3.75,4.13,4.13,4.88,3.38,3.38
Fall, Mellon College of Science,MSC,21610,ALGEBRA I,Graduate,6.5,4.5,3.5,5,5,5,5,5,4.5,4.5
Fall, Mellon College of Science,MSC,21620,REAL ANALYSIS,Graduate,8,4.6,4,4.6,4.6,4.6,4.8,5,4.8,4.6
Fall, Mellon College of Science,MSC,21621,INT LEBESGUE INTEGR,Graduate,6.5,4.83,4.67,4.5,4,5,4.33,5,4,4
Spring, Mellon College of Science,MSC,21623,COMPLEX ANALYSIS,Graduate,8,4.6,4.2,4,3.6,4.6,4.4,5,4.2,4.4
Spring, Mellon College of Science,MSC,21630,ORD DIFF EQUATIONS,Graduate,11,4.83,4.33,4.67,4.5,5,4.83,4.83,4.83,4.67
Fall, Mellon College of Science,MSC,21632,INTRO DIFF EQNS,Graduate,11.58,4.67,4.92,4.83,4.67,4.67,4.42,4.92,4.5,4.75
Spring, Mellon College of Science,MSC,21640,INTRO FUNCTNL ANALY,Graduate,10.7,4.6,4.4,4.5,4.2,4.9,4.4,4.6,4.5,4.5
Fall, Mellon College of Science,MSC,21651,GENERAL TOPOLOGY,Graduate,10,4.44,4.44,4.67,4.33,4.22,4.22,4.67,4.44,4.11
Spring, Mellon College of Science,MSC,21660,INTRO NMRCL ANALY I,Graduate,10.57,4.71,4.43,4.29,4.43,4.43,4.29,4.86,4.43,4.43
Fall, Mellon College of Science,MSC,21690,METHDS OF OPTIMIZATN,Graduate,8.67,4.67,4.56,4.44,4.56,4.44,4.67,4.67,4.56,4.44
Fall, Mellon College of Science,MSC,21701,DISCRETE MATHEMATCS,Graduate,11.6,4.47,4.53,4.53,4.13,4.8,4.93,4.67,4.53,4.67
Spring, Mellon College of Science,MSC,21702,SET THEORY II,Graduate,12.5,3.75,3.75,4.25,3.75,4.5,4.5,4,3.75,3.75
Spring, Mellon College of Science,MSC,21703,MODEL THEORY II,Graduate,10,5,5,5,5,5,5,5,5,5
Fall, Mellon College of Science,MSC,21720,MEASURE & INTEGRATN,Graduate,12.29,4.57,4.93,4.93,4.5,4.57,4.57,5,4.57,4.64
Spring, Mellon College of Science,MSC,21721,PROBABILITY,Graduate,11,4.57,4.29,4.57,4.14,4.86,4.43,4.71,4.57,4.43
Spring, Mellon College of Science,MSC,21723,ADVANCED REAL ANALYS,Graduate,11,5,5,5,4.6,5,5,5,5,5
Fall, Mellon College of Science,MSC,21732,PART DIFF EQUA I,Graduate,11,5,5,5,5,5,5,5,5,5
Spring, Mellon College of Science,MSC,21737,PROBLST COMBNATORCS,Graduate,9.67,4.89,4.89,5,4.67,5,4.89,5,4.78,4.88
Fall, Mellon College of Science,MSC,21742,CALCULUS OF VARIATN,Graduate,10.25,5,4.75,4.75,4.75,4.75,4.75,5,4.75,4.75
Fall, Mellon College of Science,MSC,21762,FINITE ELEM METHODS,Graduate,9,4.67,4.67,4.33,4.67,5,5,5,5,4.67
Spring, Mellon College of Science,MSC,21765,PARALLEL & SCI COMP,Graduate,8,4.25,4.25,4.25,3.5,4.5,4.5,4.75,4.5,4.5
Fall, Mellon College of Science,MSC,21801,ADV TPCS DISCR MATH,Graduate,6.29,4.57,4.14,4.29,4.14,4.71,4.57,4.86,4.43,4.57
Spring, Mellon College of Science,MSC,21801,ADV TPCS DISCR MATH,Graduate,11,5,4.8,4.8,5,5,5,5,5,5
Spring, Mellon College of Science,MSC,21820,ADV TOPICS ANALYSIS,Graduate,5,4.67,4.83,4.67,4.33,4.83,4.67,5,4.5,4.67
Spring, Mellon College of Science,MSC,21832,PART DIFF EQUA II,Graduate,6,4.67,5,4.67,4.33,4.67,4.67,5,4.67,4.67
Fall, Mellon College of Science,MSC,21880,STOCHASTIC CALCULUS,Graduate,8.75,4.5,5,4.75,4,4.75,4.75,4.75,4.75,4.75
Spring, Mellon College of Science,MSC,21882,ADV TPC FINANCL MATH,Graduate,5,5,5,5,5,5,5,5,5,5
Summer, Carnegie Institute of Technology,MSE,27052,INTR NANOSCI TECHNLY,Undergraduate,8.3,5,4.6,4.5,4.8,4.8,4.6,5,4.3,4.6
Fall, Carnegie Institute of Technology,MSE,27100,ENG MATERLS OF FUTRE,Undergraduate,5.63,4.29,4.32,4.32,4.13,4.24,4.13,4.61,4.03,4.13
Spring, Carnegie Institute of Technology,MSE,27100,ENG MATERLS OF FUTRE,Undergraduate,5.74,4.29,4.13,4.25,3.7,4.35,4.2,4.62,4.09,4
Fall, Carnegie Institute of Technology,MSE,27201,STRUCTURE MATERIALS,Undergraduate,10.8,4.93,4.8,4.64,4.36,4.57,4.47,4.93,4.67,4.4
Spring, Carnegie Institute of Technology,MSE,27202,DEFECTS IN MATLS,Undergraduate,11.3,4.6,3.95,4.2,3.8,4.3,3.55,4.65,3.65,3.8
