Semester,Division,Dept,Num,CourseName,CourseLevel,Hrs Per Week,Interest in student learning,Clearly explain course requirements,Clear learning objectives & goals,Instructor provides feedback to students to improve,Demonstrate importance of subject matter,Explains subject matter of course,Show respect for all students,Overall teaching rate,Overall course rate
Spring, College of Fine Arts,ART,60413,REAL-TIME ANIMATION,Undergraduate,10.5,4.67,3.83,4.17,4,4.17,4,4.83,4.33,4
Fall, College of Fine Arts,ART,60415,ADV ETB: ANIMATION,Undergraduate,13.6,3.9,3.1,2.89,3.33,3.56,3.3,4.4,3.7,3.6
Spring, College of Fine Arts,ART,60415,ADV ETB: ANIMATION,Undergraduate,10.7,4.9,4.6,4.8,4.6,4.7,4.3,5,4.7,4.8
Spring, College of Fine Arts,ART,60417,ADV ETB VIDEO,Undergraduate,11,4.33,3.33,3.33,4,4,3.33,4.33,4,4
Spring, College of Fine Arts,ART,60418,ADV ETB: EXP GAME ST,Undergraduate,14.75,4.25,4.25,4,4.5,4.75,4.67,4.33,4.33,4.75
Fall, College of Fine Arts,ART,60421,ADVANCED CP/ETB:,Undergraduate,11,4.5,4.33,4.67,4.33,5,4.33,4.67,4.5,4.17
Spring, College of Fine Arts,ART,60422,EXPERIMENT ANIMATION,Undergraduate,14.17,3.42,4,3.75,3.83,3.83,3.75,4.17,3.58,3.67
Spring, College of Fine Arts,ART,60423,INTERACTIVE ART,Undergraduate,10.4,4.7,4.3,4.2,4,4.2,4.2,4.6,4.6,4.6
Fall, College of Fine Arts,ART,60424,ADV ETB: SPEC TPC,Undergraduate,9.5,4.88,4.88,4.75,4.5,5,4.63,5,4.75,4.88
Fall, College of Fine Arts,ART,60430,ADV SIS: OPN SCULPT,Undergraduate,13,4.33,4.33,4.33,4.33,4.33,4,4.33,4.33,4.33
Spring, College of Fine Arts,ART,60430,ADV SIS: OPN SCULPT,Undergraduate,8,5,4.5,4.5,4,4,4.5,5,4.5,4.5
Fall, College of Fine Arts,ART,60431,ADV SIS INSTALLATION,Undergraduate,7,4.33,4,4,4,4.33,4,5,4,4
Fall, College of Fine Arts,ART,60433,ADV SIS CLAY SCULPTR,Undergraduate,11,5,5,5,5,5,5,5,5,5
Spring, College of Fine Arts,ART,60435,SIS: METALS,Undergraduate,11,4.2,4.2,4,4.4,4.2,4.2,4.2,4.4,4.4
Spring, College of Fine Arts,ART,60441,ADV SIS: SPECIAL TOP,Undergraduate,9,5,5,5,5,5,5,5,5,5
Spring, College of Fine Arts,ART,60444,CP/SIS: SECRET LIFE,Undergraduate,8.6,5,4.6,4.4,4.8,4.6,4.8,5,4.6,4.2
Spring, College of Fine Arts,ART,60450,ADV DP3 DRAWING,Undergraduate,9,4.5,3,3,4.5,4.33,4.17,4.33,4.33,3.67
Fall, College of Fine Arts,ART,60451,ADV DP3 FIGURATION,Undergraduate,7.5,4.67,4.83,4.67,5,4.83,4.67,5,4.67,4.83
Spring, College of Fine Arts,ART,60453,ADV DP3 PAINTING,Undergraduate,12.45,4.82,4.73,4.73,4.82,4.91,4.8,5,4.8,4.91
Fall, College of Fine Arts,ART,60469,ADV DP3 SPECIAL TOP,Undergraduate,11,4.33,2.67,2.33,4,3.33,3.67,4.33,3.67,3.67
Spring, College of Fine Arts,ART,60471,PHOTO/PRINT WORKSHOP,Undergraduate,10,3.83,3.5,4,3.83,4.5,4.17,3.67,3.83,4.17
Fall, College of Fine Arts,ART,60473,ADV DP3 SP TOPIC,Undergraduate,11,4.8,4.7,4.9,4.5,4.9,5,4.6,4.8,4.8
Fall, College of Fine Arts,ART,60474,PHOTO-IMAGINGLIVENES,Undergraduate,11,4.5,3.75,4.25,4.75,4.5,4.25,5,4.75,4.25
Spring, College of Fine Arts,ART,60475,ADV DP3: OPEN PRINT,Undergraduate,9.5,5,4.5,4.5,5,5,5,5,5,5
Spring, College of Fine Arts,ART,60476,ADV PRINT MEDIA,Undergraduate,12.63,4.75,4.63,4.75,4.88,4.88,4.75,4.63,4.63,4.75
Spring, College of Fine Arts,ART,60479,PICTURING IDENTITY,Undergraduate,9,4.67,4.33,4,4.33,4.67,4.67,5,4.67,4.33
Spring, College of Fine Arts,ART,60480,ADV CP: SPECIAL TOPC,Undergraduate,12.5,4.5,4.5,3.5,3.5,3,4,4.5,4,3
Fall, College of Fine Arts,ART,60499,STDIO INDEPNDNT STDY,Undergraduate,8,4,4,4,3,3,4,4,3,4
Spring, College of Fine Arts,ART,60499,STDIO INDEPNDNT STDY,Undergraduate,8,5,4.67,4.67,5,5,4.67,5,5,4.67
Fall, College of Fine Arts,ART,60701,MFA CRIT STUDIES I,Graduate,11,4,4,4,4,5,5,5,4,4
Spring, College of Fine Arts,ART,60702,MFA CRIT STUDIES 2,Graduate,8.6,4,2.8,3.4,4,3.8,3.8,3.6,3.8,3.4
Fall, College of Fine Arts,ART,60706,MFA CONTEXTUAL PRACT,Graduate,6,5,4,4.17,4.67,5,4,5,4.67,4.5
Spring, College of Fine Arts,ART,60711,MFA THESIS WRITING,Graduate,14,4,5,4,4,4,5,3,4,4
Fall, College of Fine Arts,ART,60713,MFA THESIS II,Graduate,10.5,4.83,5,5,4.67,4.67,5,5,4.83,4.83
Spring, College of Fine Arts,ART,60723,INTERACTIVE ART,Graduate,11.75,5,5,5,5,5,5,5,5,5
Fall, College of Fine Arts,ART,60791,MFA INTEGRATIVE SEM,Graduate,12.25,4.75,4.25,4.5,4.25,4.63,4.25,4.13,4.38,4.25
Spring, College of Fine Arts,ART,60791,MFA INTEGRATIVE SEM,Graduate,6.2,4.2,4,3.75,4,4,3.6,4.2,4,4
Fall, Tepper School of Business,BA,70100,GLOBAL BUSINESS,Undergraduate,6.69,4.03,3.74,4,3.74,3.96,3.81,4.57,3.74,3.66
Spring, Tepper School of Business,BA,70100,GLOBAL BUSINESS,Undergraduate,6.64,4.36,3.97,4.12,4.06,4.22,4,4.67,3.94,3.94
Fall, Tepper School of Business,BA,70104,BLE I,Undergraduate,2.76,4.75,4.27,4.64,3.96,4.65,4.61,4.85,4.43,4.11
Spring, Tepper School of Business,BA,70105,BUS LDR ENDV: INTRN,Undergraduate,3.18,4.19,3.68,3.74,3.37,3.61,3.5,4.6,3.32,2.61
Fall, Tepper School of Business,BA,70106,BUSINESS SCI,Undergraduate,4.19,4.21,3.28,3.39,3.65,3.93,3.69,4.53,3.62,3.4
Spring, Tepper School of Business,BA,70110,BUSINESS COMPUTING,Undergraduate,8,3.67,3.77,3.74,3.39,3.72,3.56,3.86,3.46,3.42
Fall, Tepper School of Business,BA,70122,INTRO TO ACCOUNTING,Undergraduate,6.82,4.48,4.44,4.47,4.18,4.4,4.3,4.7,4.21,4.12
Spring, Tepper School of Business,BA,70122,INTRO TO ACCOUNTING,Undergraduate,9.47,4.45,4.37,4.44,4.2,4.41,4.36,4.73,4.31,4.05
Summer, Tepper School of Business,BA,70122,INTRO TO ACCOUNTING,Undergraduate,11.47,4.6,4.6,4.73,4.36,4.71,4.6,4.73,4.53,4.47
Spring, Tepper School of Business,BA,70160,GRAPHIC MEDIA MGMT,Undergraduate,4.36,4.54,4.23,4.15,3.77,4.38,4.46,4.62,4.08,3.77
Spring, Tepper School of Business,BA,70196,PUBLSHNG ON THE WWW,Undergraduate,6.5,4.75,4.5,4.5,4.75,4.75,4.25,4.75,4.5,4.75
Fall, Tepper School of Business,BA,70201,PROFSSNL & SRVC PROJ,Undergraduate,4.29,4.53,4.41,4.21,4.15,4.32,4.03,4.82,4.5,3.79
Spring, Tepper School of Business,BA,70201,PROFSSNL & SRVC PROJ,Undergraduate,3.07,4.21,4.21,4.08,3.77,3.69,3.69,4.38,3.77,3.38
Fall, Tepper School of Business,BA,70205,BLE II,Undergraduate,2.79,4.82,4.36,4.67,4.58,4.76,4.67,4.79,4.58,4
Spring, Tepper School of Business,BA,70205,BUS LDR ENDV: ANLYST,Undergraduate,4.82,3.53,2.62,2.82,2.53,2.85,2.76,3.82,2.82,2.21
Fall, Tepper School of Business,BA,70207,PROB & STAT BUS APPL,Undergraduate,9.58,4.15,4,4.03,3.82,4.27,4.15,4.82,4,4.12
Spring, Tepper School of Business,BA,70207,PROB & STAT BUS APPL,Undergraduate,6.65,4.35,4.3,4.25,3.75,4,4.15,4.47,4.16,4
Fall, Tepper School of Business,BA,70208,REGRESSION ANALYSIS,Undergraduate,7.65,4,4.35,4.32,3.91,4.18,4.09,4.65,4.04,3.91
Spring, Tepper School of Business,BA,70208,REGRESSION ANALYSIS,Undergraduate,10.38,3.67,3.81,3.86,3.38,3.81,3.81,4.29,3.43,3.57
Summer, Tepper School of Business,BA,70208,REGRESSION ANALYSIS,Undergraduate,11,4.67,4.67,4.33,4.67,4.67,4.67,5,4.67,4.67
Fall, Tepper School of Business,BA,70246,ENTREP MINDSET,Undergraduate,4.7,4.85,4.6,4.65,4.5,4.6,4.65,4.85,4.7,4.7
Fall, Tepper School of Business,BA,70257,OPTI FOR BUSNS,Undergraduate,7.14,4.86,5,4.95,4.71,4.9,5,4.95,4.95,4.81
Spring, Tepper School of Business,BA,70257,OPTI FOR BUSNS,Undergraduate,7.07,4.78,4.68,4.68,4.44,4.79,4.53,4.77,4.6,4.47
Summer, Tepper School of Business,BA,70257,OPTI FOR BUSNS,Undergraduate,11,5,5,5,5,5,5,5,5,5
Spring, Tepper School of Business,BA,70258,DEV BLOCKCHAIN CASE,Undergraduate,10,4.33,3,4.33,4,4.67,4.33,4.67,4.33,3.33
Fall, Tepper School of Business,BA,70305,BLE III,Undergraduate,2.53,4.92,4.63,4.68,4.53,4.6,4.65,4.9,4.7,4.15
Fall, Tepper School of Business,BA,70311,ORGNZTN BEHAVIOR,Undergraduate,6.38,4.68,3.95,4.34,4.24,4.49,4.34,4.73,4.22,4.04
Spring, Tepper School of Business,BA,70311,ORGNZTN BEHAVIOR,Undergraduate,7.68,4.72,4.56,4.62,4.43,4.76,4.63,4.85,4.66,4.53
Summer, Tepper School of Business,BA,70311,ORGNZTN BEHAVIOR,Undergraduate,10.25,5,4.75,5,4.5,4.75,4.75,5,5,5
Fall, Tepper School of Business,BA,70318,MNG EFF WRK TEAMS,Undergraduate,9.5,4.67,4.58,4.73,4.17,4.42,4.5,4.75,4.42,4.17
Fall, Tepper School of Business,BA,70321,NEGOTIATN CNFLCT RES,Undergraduate,6.2,3.3,3.2,3.1,2.4,3.4,3.1,3.8,2.7,2.5
Spring, Tepper School of Business,BA,70321,NEGOTIATN CNFLCT RES,Undergraduate,7.62,4.81,4.9,4.9,4.62,4.9,4.86,4.86,4.9,4.86
Fall, Tepper School of Business,BA,70332,BUS SOCIETY & ETHICS,Undergraduate,8.42,4.5,4.3,4.34,3.74,4.56,4.32,4.56,4.28,4.12
Spring, Tepper School of Business,BA,70332,BUS SOCIETY & ETHICS,Undergraduate,5.05,4.14,4.39,4.17,4.05,4.15,4.1,4.8,3.81,3.8
Fall, Tepper School of Business,BA,70340,BUSINESS COMMUNCTNS,Undergraduate,9.59,4.49,4.18,4.35,4.2,4.4,4.32,4.42,4.3,4.09
Spring, Tepper School of Business,BA,70340,BUSINESS COMMUNCTNS,Undergraduate,6.65,4.84,4.49,4.68,4.48,4.81,4.65,4.85,4.6,4.44
Fall, Tepper School of Business,BA,70345,BUSINESS PRSNTATIONS,Undergraduate,7.25,4.78,4.64,4.75,4.73,4.73,4.73,4.84,4.67,4.69
Spring, Tepper School of Business,BA,70345,BUSINESS PRSNTATIONS,Undergraduate,7.9,4.57,4.35,4.4,4.49,4.53,4.33,4.33,4.32,4.28
Spring, Tepper School of Business,BA,70349,COLOR REPRO MGMT,Undergraduate,5,4.22,3.78,3.67,3.56,4,3.78,4.33,3.89,3.78
Fall, Tepper School of Business,BA,70350,ACTING FOR BUSINESS,Undergraduate,4.43,4.81,4.81,4.86,4.81,4.57,4.71,4.24,4.48,4.67
Spring, Tepper School of Business,BA,70350,ACTING FOR BUSINESS,Undergraduate,5,4.83,4.61,4.78,4.94,4.61,4.61,4.72,4.78,4.72
Spring, Tepper School of Business,BA,70364,BUSINESS LAW,Undergraduate,6.5,4.5,4.75,4.25,4,4.25,5,4.75,4.75,4.25
Fall, Tepper School of Business,BA,70365,INT TRADE & INT LAW,Undergraduate,8,3.63,3.13,3.38,3,3.75,3.5,3.38,3.38,3.38
Spring, Tepper School of Business,BA,70366,INTEL PROPRTY & ECOM,Undergraduate,4.25,4,4.08,4.08,3.42,4.33,4.17,4.33,3.92,4.08
Fall, Tepper School of Business,BA,70371,OPERATIONS MGMT,Undergraduate,8.64,4,3.7,3.83,3.52,3.97,3.8,4.49,3.64,3.68
Spring, Tepper School of Business,BA,70371,OPERATIONS MGMT,Undergraduate,6.67,4.57,4.53,4.68,4.15,4.69,4.54,4.49,4.44,4.36
Summer, Tepper School of Business,BA,70371,OPERATIONS MGMT,Undergraduate,8,5,4.5,4.5,5,5,5,5,5,5
Spring, Tepper School of Business,BA,70374,DATA MINING BUS ANLY,Undergraduate,6.76,4.29,3.7,3.73,3.77,4.05,3.62,4.55,3.55,3.45
Fall, Tepper School of Business,BA,70381,MARKETING I,Undergraduate,7.28,4.06,3.85,4.04,3.69,4.19,4.06,4.04,3.94,3.81
Spring, Tepper School of Business,BA,70381,MARKETING I,Undergraduate,7.29,4.27,4.36,4.3,4.01,4.21,4.28,4.71,4.17,4.09
Summer, Tepper School of Business,BA,70381,MARKETING I,Undergraduate,9,4.17,4.5,4.67,4.17,4,4,5,4.17,4
Spring, Tepper School of Business,BA,70385,CONSUMER BEHAVIOR,Undergraduate,8.75,4.33,3.83,4.08,3.67,4.42,4.25,4.33,4,3.67
Fall, Tepper School of Business,BA,70391,FINANCE,Undergraduate,9.44,4.45,4.31,4.42,4.3,4.33,4.39,4.71,4.37,4.27
Spring, Tepper School of Business,BA,70391,FINANCE,Undergraduate,8,4.47,4.35,4.36,4.12,4.55,4.4,4.77,4.34,4.3
Summer, Tepper School of Business,BA,70391,FINANCE,Undergraduate,9.67,4.56,4.44,4.56,4.33,4.56,4.44,4.89,4.44,4.44
Fall, Tepper School of Business,BA,70395,FUNDING ENTREP VENTR,Undergraduate,11.25,4.15,3.9,4.05,3.9,4.2,4.05,4.3,3.85,3.95
Spring, Tepper School of Business,BA,70395,FUNDING ENTREP VENTR,Undergraduate,4.33,3.89,3.11,3.44,3.78,4.22,3.78,2.67,3.44,3.44
Spring, Tepper School of Business,BA,70398,INTERNATNL FINANCE,Undergraduate,8,4.6,4.4,4.5,4.1,4.7,4.5,4.5,4.3,4.3
Fall, Tepper School of Business,BA,70401,MANAGEMENT GAME,Undergraduate,10.38,4.74,4.55,4.62,4.5,4.64,4.56,4.88,4.63,4.64
Spring, Tepper School of Business,BA,70401,MANAGEMENT GAME,Undergraduate,10.07,4.16,4.14,4.26,4.12,4.19,4.02,4.55,4.12,3.98
Spring, Tepper School of Business,BA,70411,LEAD & FOLL PROF EFF,Undergraduate,8,5,5,5,5,5,4.67,5,4.67,4.33
Fall, Tepper School of Business,BA,70415,INTRO ENTREPRENRSHIP,Undergraduate,6.54,4.52,4.27,4.36,4.32,4.52,4.41,4.51,4.34,4.15
Spring, Tepper School of Business,BA,70415,INTRO ENTREPRENRSHIP,Undergraduate,5.28,4.41,3.84,4.03,4.13,4.42,4.13,4.68,4.13,3.97
Spring, Tepper School of Business,BA,70416,NEW VENTURE CREATION,Undergraduate,8.55,4.64,4.27,4.4,4.27,4.55,4.55,4.73,4.45,4.36
Spring, Tepper School of Business,BA,70417,TPCS IN ENTREPRNRSHP,Undergraduate,6.75,4.64,4.64,4.64,4.45,4.82,4.82,4.91,4.73,4.82
Spring, Tepper School of Business,BA,70421,ENTREP COMP SCIENT,Undergraduate,5,5,4,4,4.5,4.5,4.67,5,4.67,4.67
Spring, Tepper School of Business,BA,70422,MANAGERIAL ACCOUNTNG,Undergraduate,7.88,4.69,4.5,4.56,4.31,4.44,4.81,4.94,4.56,4.44
Fall, Tepper School of Business,BA,70424,CORP FINAN REPTNG,Undergraduate,5.92,4.92,4.69,4.54,4.62,4.69,4.62,4.92,4.46,4.69
Spring, Tepper School of Business,BA,70424,CORP FINAN REPTNG,Undergraduate,10.17,4.67,5,5,4,5,4.83,5,4.5,4.83
Spring, Tepper School of Business,BA,70425,ENTRPRSHP CRTV INDSR,Undergraduate,6.15,4.85,4.46,4.77,4.69,4.85,4.23,4.77,4.46,4.31
Fall, Tepper School of Business,BA,70428,FINANCL STATMNT ANAL,Undergraduate,7.88,4.8,4.64,4.68,4.68,4.68,4.67,4.83,4.71,4.68
Fall, Tepper School of Business,BA,70430,INTERNATNL MGMNT,Undergraduate,9,4,3.33,3.67,3.33,4,4.33,4,3.67,3.67
Fall, Tepper School of Business,BA,70440,CORPORATE STRATEGY,Undergraduate,9.2,4.8,4.8,4.4,3.8,4.4,4.6,5,4.6,4.8
Spring, Tepper School of Business,BA,70440,CORPORATE STRATEGY,Undergraduate,7.25,4.83,4.67,4.83,4.58,4.92,4.82,4.82,4.73,4.67
Fall, Tepper School of Business,BA,70443,DGTL MKTG SCL MD STG,Undergraduate,6.8,3.8,4,4,2.8,3.8,3,4.2,3.4,3
Spring, Tepper School of Business,BA,70443,DGTL MKTG SCL MD STG,Undergraduate,5,4.21,3.79,3.84,3.47,4.21,4.05,4.63,3.79,3.74
Fall, Tepper School of Business,BA,70447,CLIENT CONSULTING PR,Undergraduate,6.5,4.5,4,4.5,4.25,4.75,4,4.5,4.5,4.5
Fall, Tepper School of Business,BA,70448,LEADSHP INNOV ENTREP,Undergraduate,8.25,4.83,4.75,4.75,4.67,4.83,4.75,4.92,4.75,4.75
Fall, Tepper School of Business,BA,70453,BUS TECH FOR CONSLTG,Undergraduate,8.38,5,4.5,4.63,5,5,4.88,4.88,4.88,4.75
Fall, Tepper School of Business,BA,70455,MODRN DATA MANGEMNT,Undergraduate,7.56,4.33,4.33,4.29,4.2,4.38,4.16,4.67,4.31,4.16
Spring, Tepper School of Business,BA,70455,MODRN DATA MANGEMNT,Undergraduate,7.19,4.88,4.77,4.81,4.62,5,4.96,4.96,4.88,4.84
Fall, Tepper School of Business,BA,70460,MATH MDLS FR CNSLTNG,Undergraduate,8.15,4.85,4.8,4.9,4.7,4.9,4.85,5,4.9,4.8
Spring, Tepper School of Business,BA,70462,UNCERT RISK MODELING,Undergraduate,6.5,4.92,4.82,4.82,4.75,4.92,4.92,4.83,4.83,4.92
Spring, Tepper School of Business,BA,70471,SUPPLY CHAIN MGMT,Undergraduate,6.5,4.7,4.8,4.7,4.2,4.8,4.7,5,4.6,4.6
Fall, Tepper School of Business,BA,70476,SERVICE OPER MGMT,Undergraduate,5,5,5,5,5,5,5,5,5,5
Fall, Tepper School of Business,BA,70477,REAL OPTIONS,Undergraduate,6.5,4.6,4.6,4.6,4.3,4.8,4.4,4.8,4.5,4.4
Spring, Tepper School of Business,BA,70480,INTERNTNL MARKETING,Undergraduate,4.57,4.57,4.29,4.43,4.43,4.43,4.43,4.29,4.57,4.43
Fall, Tepper School of Business,BA,70481,MARKETING RESEARCH,Undergraduate,4.63,4,4.38,4.38,4.13,4.38,4,3.63,3.75,4
Spring, Tepper School of Business,BA,70481,MARKETING RESEARCH,Undergraduate,9.5,4.7,4.9,4.6,4.4,4.7,4.8,4.9,4.8,4.7
Fall, Tepper School of Business,BA,70482,PRICING STRTGY,Undergraduate,6.8,4.4,4.3,4.4,4.1,4.7,4.2,4.5,4.5,4.5
Spring, Tepper School of Business,BA,70482,PRICING STRTGY,Undergraduate,6.8,4.8,5,4.8,4.6,5,5,5,5,5
Fall, Tepper School of Business,BA,70483,ADVRTS & MARKET COMM,Undergraduate,5.69,4.62,4.54,4.46,4.92,4.54,4.54,4.85,4.55,4.54
Spring, Tepper School of Business,BA,70485,PRODUCT & BRAND MGT,Undergraduate,6.88,4.88,4.5,4.63,4.88,4.75,4.63,5,4.88,4.88
Spring, Tepper School of Business,BA,70492,INVESTMENT ANALYSIS,Undergraduate,7.85,4.8,4.25,4.35,4.2,4.4,4.15,4.9,4.35,4.2
Spring, Tepper School of Business,BA,70493,VALUATION AND FIN MO,Undergraduate,6.58,4.76,4.53,4.62,4.46,4.73,4.71,4.87,4.61,4.58
Fall, Tepper School of Business,BA,70495,CORPORATE FINANCE,Undergraduate,8,5,4.67,4.5,4.5,4.83,4.67,4.83,4.67,4.83
Spring, Tepper School of Business,BA,70495,CORPORATE FINANCE,Undergraduate,7.53,4.84,4.74,4.79,4.41,4.83,4.62,4.86,4.72,4.66
Fall, Tepper School of Business,BA,70497,DERIVATIVE SECURTIES,Undergraduate,7.7,4.55,4.55,4.58,4.3,4.5,4.5,4.85,4.5,4.45
Spring, Tepper School of Business,BA,70520,RISK BEHAVIOR OPTION,Undergraduate,9.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Fall, Carnegie Institute of Technology,BMD,42101,INTRODUCTION BIOMED,Undergraduate,6.91,3.32,2.65,2.97,2.94,3.71,2.94,4.62,2.94,3
Spring, Carnegie Institute of Technology,BMD,42101,INTRODUCTION BIOMED,Undergraduate,7.72,4.06,3.97,4.13,3.45,4.2,3.73,4.43,3.83,3.73
Fall, Carnegie Institute of Technology,BMD,42201,PRO ISSUES IN BIOMED,Undergraduate,2,4.29,4.29,4.29,3.86,4.14,4.14,4.71,4.29,4.29
Spring, Carnegie Institute of Technology,BMD,42201,PRO ISSUES IN BIOMED,Undergraduate,2.5,4.92,4.92,4.87,4.57,4.87,4.88,4.92,4.88,4.88
Fall, Carnegie Institute of Technology,BMD,42202,PHYSIOLOGY,Undergraduate,8.45,4.67,4.76,4.58,4.27,4.76,4.48,4.79,4.52,4.42
Spring, Carnegie Institute of Technology,BMD,42202,PHYSIOLOGY,Undergraduate,8,4.33,4.15,4.15,3.64,4.45,4.09,4.64,4.21,4
Fall, Carnegie Institute of Technology,BMD,42203,BIOMED ENG LAB,Undergraduate,9.65,4.75,4.25,4.45,4.25,4.75,4.47,4.85,4.45,4.15
Spring, Carnegie Institute of Technology,BMD,42203,BIOMED ENG LAB,Undergraduate,10.7,4.8,4.3,4.6,4,4.5,4.4,5,4.5,4.3
Fall, Carnegie Institute of Technology,BMD,42302,BIOMED EN SY MD ANLY,Undergraduate,8.5,4.5,3.33,3.67,3.28,4.22,3.5,4.83,3.61,3.33
Spring, Carnegie Institute of Technology,BMD,42302,BIOMED EN SY MD ANLY,Undergraduate,7.14,4.36,3.93,4.07,4.21,4.21,3.79,4.86,3.93,3.86
Fall, Carnegie Institute of Technology,BMD,42341,INTRO BIOMECHANICS,Undergraduate,10.4,4.8,4.6,4.8,4.4,4.4,4.4,5,4.4,4.2
Spring, Carnegie Institute of Technology,BMD,42341,INTRO BIOMECHANICS,Undergraduate,6.8,3.6,2,2.2,2.8,4,3.4,4.6,2.6,2.8
Fall, Carnegie Institute of Technology,BMD,42401,FNDTN OF BME DESIGN,Undergraduate,6.36,4.68,4.23,4.48,4.38,4.58,4.5,4.96,4.63,4.33
Spring, Carnegie Institute of Technology,BMD,42402,BME DESIGN PROJECT,Undergraduate,9.38,4.69,3.88,4.35,4.38,4.62,4.46,4.81,4.54,4.15
Fall, Carnegie Institute of Technology,BMD,42411,ENGINEERING BIOMTRLS,Undergraduate,8,5,5,5,5,5,5,5,4.5,5
Fall, Carnegie Institute of Technology,BMD,42444,MEDICAL DEVICES,Undergraduate,6.38,4.38,4.38,4.15,3.62,4.54,4.15,4.69,4.15,4.15
Spring, Carnegie Institute of Technology,BMD,42444,MEDICAL DEVICES,Undergraduate,5,4.17,3.83,3.83,3.5,4.33,4.17,4.5,4,4
Fall, Carnegie Institute of Technology,BMD,42611,ENGINEERING BIOMTERL,Graduate,7.7,4.8,4.8,4.9,4.9,4.9,4.7,5,4.8,4.7
Spring, Carnegie Institute of Technology,BMD,42612,TISSUE ENG,Graduate,12.8,4.4,4.8,4.8,4.2,4.6,4.6,4.8,4.6,4.4
Spring, Carnegie Institute of Technology,BMD,42613,POLY BIOMAT,Graduate,8.25,4.58,4.33,4.67,4.67,4.83,4.36,4.45,4.64,4.5
Fall, Carnegie Institute of Technology,BMD,42620,ENG MLC CELL BIOLOGY,Graduate,6.62,4.77,4.62,4.23,4.38,4.69,4.23,5,4.31,4.23
Spring, Carnegie Institute of Technology,BMD,42624,BIOLGL TRNSP DRG DLV,Graduate,7,4.17,4.67,4.5,4.17,4.83,4.5,4.67,4.5,4.33
Spring, Carnegie Institute of Technology,BMD,42630,INTRO NEURO ENG,Graduate,10,4.67,3.67,3.67,3.83,4.17,4,4.83,4,4
Fall, Carnegie Institute of Technology,BMD,42631,NEURAL DATA ANALYS,Graduate,12.06,5,4.89,4.83,4.94,4.94,4.94,5,4.94,5
Spring, Carnegie Institute of Technology,BMD,42632,NEURAL SIGNAL PROC,Graduate,11,4.89,5,5,4.56,5,4.78,4.89,4.78,4.67
Fall, Carnegie Institute of Technology,BMD,42640,IMG-BAS COMP MDL ANA,Graduate,9.5,3.83,4.33,3.83,4,3.83,3.83,4.67,4,3.67
Spring, Carnegie Institute of Technology,BMD,42647,CONTNM BIOMCHC,Graduate,10,4.67,3.44,3.67,3.33,4.22,3.56,4.78,3.67,3.44
Spring, Carnegie Institute of Technology,BMD,42661,SURG FOR ENG,Graduate,3.35,4.8,4.45,4.72,4.45,4.92,4.92,4.88,4.67,4.78
Fall, Carnegie Institute of Technology,BMD,42673,STEM CELL ENG,Graduate,7.6,4.07,3.93,4.2,3.8,4.67,4.47,4.53,4.2,4.07
Fall, Carnegie Institute of Technology,BMD,42674,ENG ICU MED,Graduate,4.29,4.71,3.94,4.53,4.71,4.76,4.41,4.88,4.47,4.53
Fall, Carnegie Institute of Technology,BMD,42676,BIO-NANOTECH,Graduate,6.71,4.86,4.71,4.71,4.71,5,5,5,4.57,4.86
Fall, Carnegie Institute of Technology,BMD,42677,REHABILITATION ENGR,Graduate,6.25,4.33,4.42,4.5,4.33,4.33,4.25,4.92,3.92,3.75
Spring, Carnegie Institute of Technology,BMD,42678,MED DEV INNO,Graduate,7.29,4.67,4.38,4.48,4.1,4.7,4.35,4.85,4.5,4.15
Spring, Carnegie Institute of Technology,BMD,42679,MED DEV REAL,Graduate,9.23,4.45,4.32,4.32,4.36,4.27,4.36,4.55,4.45,4.23
Spring, Carnegie Institute of Technology,BMD,42681,ENG ANL CMPLEX DIS,Graduate,7.73,5,4.82,4.82,4.82,4.82,4.91,5,4.91,4.9
Fall, Carnegie Institute of Technology,BMD,42682,BIOINSTRU MEASURE,Graduate,11.67,4.67,4,4.44,4.11,4.67,4.22,4.67,4.44,4.44
Fall, Carnegie Institute of Technology,BMD,42683,INTRO BME ML,Graduate,10.25,4.92,4.67,4.58,4.5,4.67,4.5,5,4.42,4.33
Fall, Carnegie Institute of Technology,BMD,42684,IMMUNOENGINEERING,Graduate,5.5,4.67,3.5,3.33,3.33,4.33,3.67,4.67,3.83,3.5
Fall, Carnegie Institute of Technology,BMD,42702,ADV PHYSIOLOGY,Graduate,8.22,4.61,4.5,4.61,4.39,4.67,4.56,4.72,4.61,4.5
Spring, Carnegie Institute of Technology,BMD,42702,ADV PHYSIOLOGY,Graduate,8.86,4.71,4.71,4.71,4.35,4.85,4.9,4.9,4.71,4.62
Fall, Carnegie Institute of Technology,BMD,42737,BIOMED OPT IMAGING,Graduate,10.25,4.75,4.38,4.5,4.38,4.63,4.25,4.88,4.25,4.25
Fall, Carnegie Institute of Technology,BMD,42744,MEDICAL DEVICES,Graduate,7.1,4.2,3.9,4.1,3,4.3,4.1,4.5,4.2,4.1
Spring, Carnegie Institute of Technology,BMD,42744,MEDICAL DEVICES,Graduate,7.14,4.86,4.71,4.43,4.43,4.57,4.43,5,4.57,4.57
Fall, Carnegie Institute of Technology,BMD,42790,PRACTICUM BIOMED ENG,Graduate,5,3,3,3,2,2,2,3,2,2
